pair_id,category,product_code_1,product_code_2,higher_rated_product
111,Bratwurst,7,9,9
123,Bratwurst,8,3,8
122,Bratwurst,8,6,8
121,Bratwurst,9,3,9
120,Bratwurst,9,6,9
119,Bratwurst,9,8,8
126,Breaded_Chicken_Filet,1,2,1
128,Breaded_Chicken_Filet,1,3,3
127,Breaded_Chicken_Filet,1,4,1
125,Breaded_Chicken_Filet,1,5,5
133,Breaded_Chicken_Filet,2,3,3
132,Breaded_Chicken_Filet,2,4,4
134,Breaded_Chicken_Filet,4,3,3
129,Breaded_Chicken_Filet,5,2,5
131,Breaded_Chicken_Filet,5,3,5
130,Breaded_Chicken_Filet,5,4,5
139,Breakfast_Sausages,1,2,2
140,Breakfast_Sausages,1,3,3
138,Breakfast_Sausages,1,4,4
142,Breakfast_Sausages,1,5,5
136,Breakfast_Sausages,1,6,6
143,Breakfast_Sausages,1,7,7
135,Breakfast_Sausages,1,8,8
141,Breakfast_Sausages,1,9,9
137,Breakfast_Sausages,1,10,10
170,Breakfast_Sausages,2,3,2
172,Breakfast_Sausages,2,5,2
173,Breakfast_Sausages,2,7,2
171,Breakfast_Sausages,2,9,9
175,Breakfast_Sausages,3,5,3
176,Breakfast_Sausages,3,7,3
174,Breakfast_Sausages,3,9,9
165,Breakfast_Sausages,4,2,4
166,Breakfast_Sausages,4,3,4
168,Breakfast_Sausages,4,5,4
169,Breakfast_Sausages,4,7,4
167,Breakfast_Sausages,4,9,4
179,Breakfast_Sausages,5,7,5
154,Breakfast_Sausages,6,2,6
155,Breakfast_Sausages,6,3,6
153,Breakfast_Sausages,6,4,4
157,Breakfast_Sausages,6,5,6
158,Breakfast_Sausages,6,7,6
156,Breakfast_Sausages,6,9,6
152,Breakfast_Sausages,6,10,6
147,Breakfast_Sausages,8,2,2
148,Breakfast_Sausages,8,3,3
146,Breakfast_Sausages,8,4,4
150,Breakfast_Sausages,8,5,5
144,Breakfast_Sausages,8,6,6
151,Breakfast_Sausages,8,7,7
149,Breakfast_Sausages,8,9,9
145,Breakfast_Sausages,8,10,10
177,Breakfast_Sausages,9,5,9
178,Breakfast_Sausages,9,7,9
160,Breakfast_Sausages,10,2,2
161,Breakfast_Sausages,10,3,3
159,Breakfast_Sausages,10,4,4
163,Breakfast_Sausages,10,5,5
164,Breakfast_Sausages,10,7,10
162,Breakfast_Sausages,10,9,9
191,Burgers,1,2,2
189,Burgers,1,3,3
192,Burgers,1,5,1
196,Burgers,1,6,6
190,Burgers,1,7,7
194,Burgers,1,8,8
195,Burgers,1,9,9
193,Burgers,1,10,10
210,Burgers,2,5,2
214,Burgers,2,6,6
212,Burgers,2,8,8
213,Burgers,2,9,9
211,Burgers,2,10,10
198,Burgers,3,2,3
199,Burgers,3,5,3
203,Burgers,3,6,6
197,Burgers,3,7,3
201,Burgers,3,8,3
202,Burgers,3,9,3
200,Burgers,3,10,3
180,Burgers,4,1,4
183,Burgers,4,2,4
181,Burgers,4,3,4
184,Burgers,4,5,4
188,Burgers,4,6,6
182,Burgers,4,7,4
186,Burgers,4,8,4
187,Burgers,4,9,4
185,Burgers,4,10,4
218,Burgers,5,6,6
216,Burgers,5,8,8
217,Burgers,5,9,9
215,Burgers,5,10,10
204,Burgers,7,2,7
205,Burgers,7,5,7
209,Burgers,7,6,6
207,Burgers,7,8,7
208,Burgers,7,9,7
206,Burgers,7,10,7
223,Burgers,8,6,6
222,Burgers,8,9,8
224,Burgers,9,6,6
221,Burgers,10,6,6
219,Burgers,10,8,8
220,Burgers,10,9,9
233,Butter,1,2,2
225,Butter,1,3,3
228,Butter,1,4,4
231,Butter,1,5,5
227,Butter,1,6,6
232,Butter,1,7,7
229,Butter,1,8,8
226,Butter,1,9,1
230,Butter,1,10,10
241,Butter,3,2,3
236,Butter,3,4,3
239,Butter,3,5,3
235,Butter,3,6,3
240,Butter,3,7,3
237,Butter,3,8,3
234,Butter,3,9,3
238,Butter,3,10,3
259,Butter,4,2,4
257,Butter,4,5,5
258,Butter,4,7,4
255,Butter,4,8,4
256,Butter,4,10,4
268,Butter,5,2,5
267,Butter,5,7,5
254,Butter,6,2,6
249,Butter,6,4,4
252,Butter,6,5,5
253,Butter,6,7,6
250,Butter,6,8,6
251,Butter,6,10,6
269,Butter,7,2,7
263,Butter,8,2,8
261,Butter,8,5,5
262,Butter,8,7,8
260,Butter,8,10,8
248,Butter,9,2,2
243,Butter,9,4,4
246,Butter,9,5,5
242,Butter,9,6,6
247,Butter,9,7,7
244,Butter,9,8,8
245,Butter,9,10,10
266,Butter,10,2,2
264,Butter,10,5,5
265,Butter,10,7,7
281,Cheddar_Cheese,1,2,1
279,Cheddar_Cheese,1,5,1
280,Cheddar_Cheese,1,6,6
278,Cheddar_Cheese,1,7,1
277,Cheddar_Cheese,1,8,8
296,Cheddar_Cheese,2,3,3
270,Cheddar_Cheese,4,1,1
275,Cheddar_Cheese,4,2,4
276,Cheddar_Cheese,4,3,3
273,Cheddar_Cheese,4,5,4
274,Cheddar_Cheese,4,6,6
272,Cheddar_Cheese,4,7,4
271,Cheddar_Cheese,4,8,8
292,Cheddar_Cheese,5,2,5
293,Cheddar_Cheese,5,3,3
291,Cheddar_Cheese,5,6,6
294,Cheddar_Cheese,6,2,6
295,Cheddar_Cheese,6,3,6
289,Cheddar_Cheese,7,2,7
290,Cheddar_Cheese,7,3,3
287,Cheddar_Cheese,7,5,7
288,Cheddar_Cheese,7,6,6
285,Cheddar_Cheese,8,2,8
286,Cheddar_Cheese,8,3,8
283,Cheddar_Cheese,8,5,8
284,Cheddar_Cheese,8,6,6
282,Cheddar_Cheese,8,7,8
335,Chicken_Strips,1,2,2
332,Chicken_Strips,1,5,5
333,Chicken_Strips,1,6,6
334,Chicken_Strips,1,9,9
309,Chicken_Strips,3,1,3
313,Chicken_Strips,3,2,2
310,Chicken_Strips,3,5,5
311,Chicken_Strips,3,6,6
307,Chicken_Strips,3,7,7
308,Chicken_Strips,3,8,3
312,Chicken_Strips,3,9,9
306,Chicken_Strips,3,10,3
301,Chicken_Strips,4,1,4
305,Chicken_Strips,4,2,2
297,Chicken_Strips,4,3,3
302,Chicken_Strips,4,5,5
303,Chicken_Strips,4,6,6
299,Chicken_Strips,4,7,7
300,Chicken_Strips,4,8,4
304,Chicken_Strips,4,9,9
298,Chicken_Strips,4,10,4
338,Chicken_Strips,5,2,2
336,Chicken_Strips,5,6,6
337,Chicken_Strips,5,9,5
340,Chicken_Strips,6,2,2
339,Chicken_Strips,6,9,6
322,Chicken_Strips,7,1,7
326,Chicken_Strips,7,2,2
323,Chicken_Strips,7,5,7
324,Chicken_Strips,7,6,7
321,Chicken_Strips,7,8,7
325,Chicken_Strips,7,9,7
327,Chicken_Strips,8,1,8
331,Chicken_Strips,8,2,2
328,Chicken_Strips,8,5,5
329,Chicken_Strips,8,6,6
330,Chicken_Strips,8,9,9
341,Chicken_Strips,9,2,2
316,Chicken_Strips,10,1,1
320,Chicken_Strips,10,2,2
317,Chicken_Strips,10,5,5
318,Chicken_Strips,10,6,6
314,Chicken_Strips,10,7,7
315,Chicken_Strips,10,8,8
319,Chicken_Strips,10,9,9
383,Cream_Cheese,1,4,4
382,Cream_Cheese,1,5,5
381,Cream_Cheese,1,6,6
368,Cream_Cheese,2,1,2
367,Cream_Cheese,2,3,2
371,Cream_Cheese,2,4,2
370,Cream_Cheese,2,5,2
369,Cream_Cheese,2,6,2
366,Cream_Cheese,2,10,2
377,Cream_Cheese,3,1,3
380,Cream_Cheese,3,4,4
379,Cream_Cheese,3,5,5
378,Cream_Cheese,3,6,6
386,Cream_Cheese,5,4,4
385,Cream_Cheese,6,4,4
384,Cream_Cheese,6,5,5
347,Cream_Cheese,7,1,1
344,Cream_Cheese,7,2,2
346,Cream_Cheese,7,3,3
350,Cream_Cheese,7,4,4
349,Cream_Cheese,7,5,5
348,Cream_Cheese,7,6,6
342,Cream_Cheese,7,8,8
343,Cream_Cheese,7,9,9
345,Cream_Cheese,7,10,10
355,Cream_Cheese,8,1,8
352,Cream_Cheese,8,2,2
354,Cream_Cheese,8,3,3
358,Cream_Cheese,8,4,4
357,Cream_Cheese,8,5,5
356,Cream_Cheese,8,6,6
351,Cream_Cheese,8,9,9
353,Cream_Cheese,8,10,10
362,Cream_Cheese,9,1,9
359,Cream_Cheese,9,2,2
361,Cream_Cheese,9,3,9
365,Cream_Cheese,9,4,4
364,Cream_Cheese,9,5,5
363,Cream_Cheese,9,6,6
360,Cream_Cheese,9,10,10
373,Cream_Cheese,10,1,10
372,Cream_Cheese,10,3,10
376,Cream_Cheese,10,4,4
375,Cream_Cheese,10,5,5
374,Cream_Cheese,10,6,6
393,Creamer,1,2,2
391,Creamer,1,3,3
389,Creamer,1,4,4
392,Creamer,1,5,5
388,Creamer,1,6,6
394,Creamer,1,7,7
390,Creamer,1,8,8
387,Creamer,1,9,9
422,Creamer,2,7,7
418,Creamer,3,2,3
417,Creamer,3,5,3
419,Creamer,3,7,3
411,Creamer,4,2,4
409,Creamer,4,3,3
410,Creamer,4,5,4
412,Creamer,4,7,4
408,Creamer,4,8,4
420,Creamer,5,2,2
421,Creamer,5,7,7
406,Creamer,6,2,6
404,Creamer,6,3,3
402,Creamer,6,4,4
405,Creamer,6,5,6
407,Creamer,6,7,7
403,Creamer,6,8,8
415,Creamer,8,2,8
413,Creamer,8,3,3
414,Creamer,8,5,8
416,Creamer,8,7,8
400,Creamer,9,2,2
398,Creamer,9,3,3
396,Creamer,9,4,4
399,Creamer,9,5,9
395,Creamer,9,6,6
401,Creamer,9,7,7
397,Creamer,9,8,8
449,Deli_Ham,1,2,1
448,Deli_Ham,1,4,1
451,Deli_Ham,1,6,6
450,Deli_Ham,1,9,1
456,Deli_Ham,2,6,6
455,Deli_Ham,2,9,9
439,Deli_Ham,3,1,1
440,Deli_Ham,3,4,4
442,Deli_Ham,3,6,6
438,Deli_Ham,3,8,3
441,Deli_Ham,3,9,9
452,Deli_Ham,4,2,4
454,Deli_Ham,4,6,6
453,Deli_Ham,4,9,9
433,Deli_Ham,5,1,1
435,Deli_Ham,5,2,5
431,Deli_Ham,5,3,5
434,Deli_Ham,5,4,5
437,Deli_Ham,5,6,6
432,Deli_Ham,5,8,5
436,Deli_Ham,5,9,9
426,Deli_Ham,7,1,1
428,Deli_Ham,7,2,2
424,Deli_Ham,7,3,3
427,Deli_Ham,7,4,4
423,Deli_Ham,7,5,5
430,Deli_Ham,7,6,6
425,Deli_Ham,7,8,8
429,Deli_Ham,7,9,9
443,Deli_Ham,8,1,1
445,Deli_Ham,8,2,2
444,Deli_Ham,8,4,4
447,Deli_Ham,8,6,6
446,Deli_Ham,8,9,9
457,Deli_Ham,9,6,6
471,Deli_Turkey,1,2,1
469,Deli_Turkey,1,3,1
470,Deli_Turkey,1,4,1
472,Deli_Turkey,1,7,1
478,Deli_Turkey,2,7,7
474,Deli_Turkey,3,2,3
473,Deli_Turkey,3,4,3
475,Deli_Turkey,3,7,3
476,Deli_Turkey,4,2,4
477,Deli_Turkey,4,7,4
464,Deli_Turkey,5,1,1
467,Deli_Turkey,5,2,2
465,Deli_Turkey,5,3,3
466,Deli_Turkey,5,4,4
468,Deli_Turkey,5,7,7
459,Deli_Turkey,6,1,1
462,Deli_Turkey,6,2,2
460,Deli_Turkey,6,3,3
461,Deli_Turkey,6,4,4
458,Deli_Turkey,6,5,5
463,Deli_Turkey,6,7,7
521,Hot_Dogs,1,6,6
522,Hot_Dogs,1,10,10
511,Hot_Dogs,2,1,2
510,Hot_Dogs,2,3,3
512,Hot_Dogs,2,6,6
509,Hot_Dogs,2,9,2
513,Hot_Dogs,2,10,10
518,Hot_Dogs,3,1,3
519,Hot_Dogs,3,6,3
520,Hot_Dogs,3,10,10
493,Hot_Dogs,4,1,4
490,Hot_Dogs,4,2,4
492,Hot_Dogs,4,3,3
494,Hot_Dogs,4,6,6
489,Hot_Dogs,4,7,4
488,Hot_Dogs,4,8,4
491,Hot_Dogs,4,9,4
495,Hot_Dogs,4,10,10
485,Hot_Dogs,5,1,5
482,Hot_Dogs,5,2,5
484,Hot_Dogs,5,3,5
479,Hot_Dogs,5,4,5
486,Hot_Dogs,5,6,5
481,Hot_Dogs,5,7,5
480,Hot_Dogs,5,8,5
483,Hot_Dogs,5,9,5
487,Hot_Dogs,5,10,5
523,Hot_Dogs,6,10,10
506,Hot_Dogs,7,1,1
503,Hot_Dogs,7,2,2
505,Hot_Dogs,7,3,3
507,Hot_Dogs,7,6,6
504,Hot_Dogs,7,9,9
508,Hot_Dogs,7,10,10
500,Hot_Dogs,8,1,1
497,Hot_Dogs,8,2,2
499,Hot_Dogs,8,3,3
501,Hot_Dogs,8,6,6
496,Hot_Dogs,8,7,7
498,Hot_Dogs,8,9,9
502,Hot_Dogs,8,10,10
515,Hot_Dogs,9,1,1
514,Hot_Dogs,9,3,3
516,Hot_Dogs,9,6,6
517,Hot_Dogs,9,10,10
557,Ice_Cream_Hard_Serve,1,2,1
558,Ice_Cream_Hard_Serve,1,5,1
556,Ice_Cream_Hard_Serve,1,6,1
554,Ice_Cream_Hard_Serve,1,7,1
555,Ice_Cream_Hard_Serve,1,8,1
568,Ice_Cream_Hard_Serve,2,5,2
542,Ice_Cream_Hard_Serve,3,1,1
546,Ice_Cream_Hard_Serve,3,2,2
541,Ice_Cream_Hard_Serve,3,4,4
547,Ice_Cream_Hard_Serve,3,5,5
545,Ice_Cream_Hard_Serve,3,6,3
543,Ice_Cream_Hard_Serve,3,7,7
544,Ice_Cream_Hard_Serve,3,8,8
548,Ice_Cream_Hard_Serve,4,1,1
552,Ice_Cream_Hard_Serve,4,2,2
553,Ice_Cream_Hard_Serve,4,5,4
551,Ice_Cream_Hard_Serve,4,6,4
549,Ice_Cream_Hard_Serve,4,7,7
550,Ice_Cream_Hard_Serve,4,8,4
566,Ice_Cream_Hard_Serve,6,2,2
567,Ice_Cream_Hard_Serve,6,5,5
561,Ice_Cream_Hard_Serve,7,2,7
562,Ice_Cream_Hard_Serve,7,5,7
560,Ice_Cream_Hard_Serve,7,6,7
559,Ice_Cream_Hard_Serve,7,8,7
564,Ice_Cream_Hard_Serve,8,2,2
565,Ice_Cream_Hard_Serve,8,5,5
563,Ice_Cream_Hard_Serve,8,6,8
527,Ice_Cream_Hard_Serve,9,1,1
531,Ice_Cream_Hard_Serve,9,2,2
525,Ice_Cream_Hard_Serve,9,3,3
526,Ice_Cream_Hard_Serve,9,4,4
532,Ice_Cream_Hard_Serve,9,5,5
530,Ice_Cream_Hard_Serve,9,6,9
528,Ice_Cream_Hard_Serve,9,7,7
529,Ice_Cream_Hard_Serve,9,8,8
524,Ice_Cream_Hard_Serve,9,10,10
535,Ice_Cream_Hard_Serve,10,1,1
539,Ice_Cream_Hard_Serve,10,2,2
533,Ice_Cream_Hard_Serve,10,3,10
534,Ice_Cream_Hard_Serve,10,4,4
540,Ice_Cream_Hard_Serve,10,5,5
538,Ice_Cream_Hard_Serve,10,6,10
536,Ice_Cream_Hard_Serve,10,7,7
537,Ice_Cream_Hard_Serve,10,8,8
576,Meatballs,1,2,2
577,Meatballs,1,3,3
578,Meatballs,2,3,3
570,Meatballs,4,1,4
571,Meatballs,4,2,4
572,Meatballs,4,3,3
569,Meatballs,4,5,4
573,Meatballs,5,1,5
574,Meatballs,5,2,2
575,Meatballs,5,3,3
698,Milk,1,3,1
699,Milk,1,4,1
703,Milk,1,5,1
696,Milk,1,6,1
700,Milk,1,8,1
702,Milk,1,9,1
697,Milk,1,10,10
701,Milk,1,15,15
618,Milk,2,1,1
621,Milk,2,3,2
622,Milk,2,4,2
626,Milk,2,5,2
619,Milk,2,6,2
612,Milk,2,7,2
623,Milk,2,8,2
625,Milk,2,9,2
620,Milk,2,10,10
615,Milk,2,11,11
613,Milk,2,12,2
617,Milk,2,13,2
614,Milk,2,14,2
624,Milk,2,15,15
616,Milk,2,17,17
717,Milk,3,4,3
721,Milk,3,5,5
718,Milk,3,8,3
720,Milk,3,9,3
719,Milk,3,15,15
725,Milk,4,5,5
722,Milk,4,8,4
724,Milk,4,9,4
723,Milk,4,15,15
705,Milk,6,3,3
706,Milk,6,4,4
710,Milk,6,5,5
707,Milk,6,8,6
709,Milk,6,9,6
704,Milk,6,10,10
708,Milk,6,15,15
632,Milk,7,1,1
635,Milk,7,3,3
636,Milk,7,4,4
640,Milk,7,5,5
633,Milk,7,6,6
637,Milk,7,8,8
639,Milk,7,9,7
634,Milk,7,10,10
629,Milk,7,11,11
627,Milk,7,12,12
631,Milk,7,13,13
628,Milk,7,14,14
638,Milk,7,15,15
630,Milk,7,17,17
728,Milk,8,5,5
727,Milk,8,9,8
726,Milk,8,15,15
731,Milk,9,5,5
711,Milk,10,3,10
712,Milk,10,4,10
716,Milk,10,5,10
713,Milk,10,8,10
715,Milk,10,9,10
714,Milk,10,15,15
668,Milk,11,1,11
671,Milk,11,3,11
672,Milk,11,4,11
676,Milk,11,5,11
669,Milk,11,6,11
673,Milk,11,8,11
675,Milk,11,9,11
670,Milk,11,10,10
667,Milk,11,13,11
674,Milk,11,15,15
666,Milk,11,17,11
645,Milk,12,1,1
648,Milk,12,3,3
649,Milk,12,4,4
653,Milk,12,5,5
646,Milk,12,6,6
650,Milk,12,8,8
652,Milk,12,9,12
647,Milk,12,10,10
642,Milk,12,11,11
644,Milk,12,13,13
641,Milk,12,14,14
651,Milk,12,15,15
643,Milk,12,17,17
687,Milk,13,1,1
690,Milk,13,3,3
691,Milk,13,4,13
695,Milk,13,5,5
688,Milk,13,6,13
692,Milk,13,8,13
694,Milk,13,9,13
689,Milk,13,10,10
693,Milk,13,15,15
657,Milk,14,1,1
660,Milk,14,3,3
661,Milk,14,4,14
665,Milk,14,5,5
658,Milk,14,6,14
662,Milk,14,8,14
664,Milk,14,9,14
659,Milk,14,10,10
654,Milk,14,11,11
656,Milk,14,13,14
663,Milk,14,15,15
655,Milk,14,17,17
730,Milk,15,5,15
729,Milk,15,9,15
587,Milk,16,1,16
580,Milk,16,2,16
590,Milk,16,3,16
591,Milk,16,4,16
595,Milk,16,5,16
588,Milk,16,6,16
581,Milk,16,7,16
592,Milk,16,8,16
594,Milk,16,9,16
589,Milk,16,10,10
584,Milk,16,11,16
582,Milk,16,12,16
586,Milk,16,13,16
583,Milk,16,14,16
593,Milk,16,15,15
585,Milk,16,17,16
579,Milk,16,18,16
678,Milk,17,1,1
681,Milk,17,3,17
682,Milk,17,4,17
686,Milk,17,5,17
679,Milk,17,6,17
683,Milk,17,8,17
685,Milk,17,9,17
680,Milk,17,10,10
677,Milk,17,13,17
684,Milk,17,15,15
603,Milk,18,1,18
596,Milk,18,2,18
606,Milk,18,3,18
607,Milk,18,4,18
611,Milk,18,5,18
604,Milk,18,6,18
597,Milk,18,7,18
608,Milk,18,8,18
610,Milk,18,9,18
605,Milk,18,10,10
600,Milk,18,11,11
598,Milk,18,12,18
602,Milk,18,13,18
599,Milk,18,14,18
609,Milk,18,15,15
601,Milk,18,17,18
738,Mozzarella,2,1,1
732,Mozzarella,2,3,3
737,Mozzarella,2,4,2
733,Mozzarella,2,5,5
736,Mozzarella,2,6,6
734,Mozzarella,2,7,7
735,Mozzarella,2,8,8
744,Mozzarella,3,1,1
743,Mozzarella,3,4,3
739,Mozzarella,3,5,5
742,Mozzarella,3,6,6
740,Mozzarella,3,7,7
741,Mozzarella,3,8,8
759,Mozzarella,4,1,1
749,Mozzarella,5,1,5
748,Mozzarella,5,4,5
747,Mozzarella,5,6,6
745,Mozzarella,5,7,7
746,Mozzarella,5,8,8
758,Mozzarella,6,1,6
757,Mozzarella,6,4,6
753,Mozzarella,7,1,7
752,Mozzarella,7,4,7
751,Mozzarella,7,6,7
750,Mozzarella,7,8,7
756,Mozzarella,8,1,8
755,Mozzarella,8,4,8
754,Mozzarella,8,6,6
802,Nuggets,1,4,4
803,Nuggets,1,7,7
799,Nuggets,2,1,2
800,Nuggets,2,4,4
801,Nuggets,2,7,2
781,Nuggets,3,1,3
780,Nuggets,3,2,3
782,Nuggets,3,4,3
777,Nuggets,3,6,3
783,Nuggets,3,7,3
779,Nuggets,3,8,3
778,Nuggets,3,10,3
804,Nuggets,4,7,4
774,Nuggets,5,1,5
773,Nuggets,5,2,2
769,Nuggets,5,3,3
775,Nuggets,5,4,4
770,Nuggets,5,6,5
776,Nuggets,5,7,5
772,Nuggets,5,8,8
771,Nuggets,5,10,10
787,Nuggets,6,1,6
786,Nuggets,6,2,2
788,Nuggets,6,4,4
789,Nuggets,6,7,6
785,Nuggets,6,8,8
784,Nuggets,6,10,10
796,Nuggets,8,1,8
795,Nuggets,8,2,8
797,Nuggets,8,4,8
798,Nuggets,8,7,8
766,Nuggets,9,1,9
765,Nuggets,9,2,2
761,Nuggets,9,3,3
767,Nuggets,9,4,4
760,Nuggets,9,5,5
762,Nuggets,9,6,9
768,Nuggets,9,7,9
764,Nuggets,9,8,8
763,Nuggets,9,10,10
792,Nuggets,10,1,10
791,Nuggets,10,2,10
793,Nuggets,10,4,10
794,Nuggets,10,7,10
790,Nuggets,10,8,10
816,Pulled_Pork,1,2,2
818,Pulled_Pork,1,3,3
817,Pulled_Pork,1,6,6
819,Pulled_Pork,1,7,1
821,Pulled_Pork,2,3,2
820,Pulled_Pork,2,6,2
822,Pulled_Pork,2,7,2
825,Pulled_Pork,3,7,3
806,Pulled_Pork,4,1,4
807,Pulled_Pork,4,2,2
809,Pulled_Pork,4,3,4
805,Pulled_Pork,4,5,4
808,Pulled_Pork,4,6,6
810,Pulled_Pork,4,7,4
811,Pulled_Pork,5,1,1
812,Pulled_Pork,5,2,2
814,Pulled_Pork,5,3,3
813,Pulled_Pork,5,6,6
815,Pulled_Pork,5,7,5
823,Pulled_Pork,6,3,6
824,Pulled_Pork,6,7,6
834,Sour_Cream,2,1,2
833,Sour_Cream,2,3,3
835,Sour_Cream,3,1,3
832,Sour_Cream,4,1,4
830,Sour_Cream,4,2,2
831,Sour_Cream,4,3,3
829,Sour_Cream,5,1,1
827,Sour_Cream,5,2,2
828,Sour_Cream,5,3,3
826,Sour_Cream,5,4,4
863,Steak,1,2,1
865,Steak,1,3,3
864,Steak,1,5,1
862,Steak,1,7,1
870,Steak,2,3,3
869,Steak,2,5,5
846,Steak,4,1,1
848,Steak,4,2,2
850,Steak,4,3,3
849,Steak,4,5,5
847,Steak,4,7,4
844,Steak,4,8,8
845,Steak,4,9,9
871,Steak,5,3,3
839,Steak,6,1,1
841,Steak,6,2,6
843,Steak,6,3,3
836,Steak,6,4,6
842,Steak,6,5,5
840,Steak,6,7,6
837,Steak,6,8,6
838,Steak,6,9,9
866,Steak,7,2,2
868,Steak,7,3,3
867,Steak,7,5,5
852,Steak,8,1,1
854,Steak,8,2,2
856,Steak,8,3,3
855,Steak,8,5,5
853,Steak,8,7,8
851,Steak,8,9,9
857,Steak,9,1,9
859,Steak,9,2,9
861,Steak,9,3,3
860,Steak,9,5,9
858,Steak,9,7,9
886,Unbreaded_Chicken_Breast,1,2,1
884,Unbreaded_Chicken_Breast,1,4,1
881,Unbreaded_Chicken_Breast,1,5,1
887,Unbreaded_Chicken_Breast,1,6,1
883,Unbreaded_Chicken_Breast,1,7,1
885,Unbreaded_Chicken_Breast,1,8,1
888,Unbreaded_Chicken_Breast,1,9,1
882,Unbreaded_Chicken_Breast,1,10,1
914,Unbreaded_Chicken_Breast,2,6,6
915,Unbreaded_Chicken_Breast,2,9,9
872,Unbreaded_Chicken_Breast,3,1,1
878,Unbreaded_Chicken_Breast,3,2,2
876,Unbreaded_Chicken_Breast,3,4,4
873,Unbreaded_Chicken_Breast,3,5,5
879,Unbreaded_Chicken_Breast,3,6,6
875,Unbreaded_Chicken_Breast,3,7,7
877,Unbreaded_Chicken_Breast,3,8,8
880,Unbreaded_Chicken_Breast,3,9,9
874,Unbreaded_Chicken_Breast,3,10,10
908,Unbreaded_Chicken_Breast,4,2,2
909,Unbreaded_Chicken_Breast,4,6,6
907,Unbreaded_Chicken_Breast,4,8,4
910,Unbreaded_Chicken_Breast,4,9,9
893,Unbreaded_Chicken_Breast,5,2,5
891,Unbreaded_Chicken_Breast,5,4,5
894,Unbreaded_Chicken_Breast,5,6,6
890,Unbreaded_Chicken_Breast,5,7,7
