category,gem_correct,bt_correct,adv,identification,contamination_sig,brand,external_recall
Breakfast_Sausages,1.0,0.0,1.0,False,False,False,False
Breakfast_Sausages,0.0,1.0,-1.0,False,False,False,False
Breakfast_Sausages,1.0,1.0,0.0,False,False,True,False
Breakfast_Sausages,1.0,0.0,1.0,False,False,True,False
Breakfast_Sausages,1.0,0.0,1.0,True,True,True,False
Breakfast_Sausages,0.0,0.0,0.0,False,False,False,False
Breakfast_Sausages,1.0,1.0,0.0,True,True,False,False
Breakfast_Sausages,1.0,0.0,1.0,False,False,False,False
Breakfast_Sausages,0.0,0.0,0.0,False,False,False,False
Breakfast_Sausages,0.0,0.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,True,True,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,0.0,1.0,False,False,True,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,True,False
Burgers,0.0,1.0,-1.0,True,True,False,False
Burgers,0.0,1.0,-1.0,True,True,False,False
Burgers,0.0,1.0,-1.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,0.0,0.0,0.0,False,False,True,False
Burgers,0.0,1.0,-1.0,False,False,False,False
Burgers,1.0,0.0,1.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,0.0,1.0,-1.0,False,True,False,True
Burgers,1.0,0.0,1.0,False,False,False,False
Burgers,1.0,1.0,0.0,True,True,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,True,True,False,False
Burgers,1.0,1.0,0.0,False,True,False,True
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,0.0,1.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,True,False
Burgers,1.0,0.0,1.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,0.0,0.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,True,True,False,False
Burgers,1.0,1.0,0.0,True,True,True,True
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,True,False
Burgers,1.0,1.0,0.0,True,True,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,0.0,0.0,0.0,False,False,True,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,0.0,1.0,False,False,True,False
Burgers,0.0,1.0,-1.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Burgers,1.0,1.0,0.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,True,True,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,0.0,0.0,0.0,True,True,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,0.0,1.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,0.0,1.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,0.0,1.0,-1.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,True,True,False,False
Butter,1.0,0.0,1.0,False,False,True,False
Butter,0.0,1.0,-1.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,True,False
Butter,0.0,1.0,-1.0,False,False,True,False
Butter,0.0,1.0,-1.0,True,True,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,0.0,1.0,False,False,True,False
Butter,1.0,0.0,1.0,False,False,False,False
Butter,0.0,0.0,0.0,True,True,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,0.0,1.0,-1.0,True,True,False,True
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,False,False
Butter,0.0,1.0,-1.0,False,False,True,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,True,True,False,False
Butter,0.0,1.0,-1.0,False,False,True,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,1.0,0.0,1.0,False,False,False,False
Butter,1.0,1.0,0.0,False,False,False,False
Butter,0.0,0.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,0.0,1.0,-1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,0.0,1.0,-1.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,0.0,1.0,-1.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,True,True,True,False
Cheddar_Cheese,0.0,1.0,-1.0,False,False,False,False
Cheddar_Cheese,0.0,0.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,0.0,1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,0.0,1.0,-1.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,True,True,True,True
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Cheddar_Cheese,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,True,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,0.0,0.0,0.0,False,False,True,False
Chicken_Strips,1.0,1.0,0.0,False,False,True,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,True,True,True,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,1.0,1.0,0.0,False,False,True,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,True,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,True,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,0.0,0.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,True,True,True,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,0.0,0.0,0.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,0.0,0.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,True,True,True,False
Chicken_Strips,1.0,1.0,0.0,False,False,False,False
Chicken_Strips,1.0,0.0,1.0,False,False,False,False
Chicken_Strips,0.0,0.0,0.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,True,True,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,False,False
Chicken_Strips,0.0,1.0,-1.0,False,False,True,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,True,True,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,True,True,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,True,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,True,False,True
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,True,True,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,0.0,0.0,0.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,True,True,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,True,True,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,0.0,1.0,-1.0,True,True,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,False,False,False,False
Cream_Cheese,1.0,1.0,0.0,True,True,False,False
Cream_Cheese,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,0.0,0.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,0.0,0.0,0.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,0.0,0.0,0.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,True,True,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,True,True,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,0.0,0.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Creamer,1.0,0.0,1.0,False,False,False,False
Creamer,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,0.0,0.0,False,True,False,True
Deli_Ham,1.0,1.0,0.0,True,True,True,False
Deli_Ham,0.0,1.0,-1.0,True,True,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,True,True,True,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,True,True,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,1.0,1.0,0.0,True,True,True,False
Deli_Ham,0.0,0.0,0.0,False,True,False,True
Deli_Ham,1.0,1.0,0.0,False,True,False,True
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,0.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,True,True,False,False
Deli_Ham,1.0,1.0,0.0,True,True,False,False
Deli_Ham,1.0,0.0,1.0,True,True,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,0.0,0.0,False,False,False,False
Deli_Ham,1.0,1.0,0.0,False,False,True,False
Deli_Ham,0.0,0.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,True,True,True,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,False,False,False,False
Deli_Ham,0.0,1.0,-1.0,True,True,False,False
Deli_Ham,1.0,1.0,0.0,False,False,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,True,True,False,False
Deli_Turkey,1.0,1.0,0.0,False,False,True,False
Deli_Turkey,1.0,1.0,0.0,True,True,False,False
Deli_Turkey,1.0,1.0,0.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,True,True,False,False
Deli_Turkey,0.0,1.0,-1.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,False,False,True,False
Deli_Turkey,1.0,1.0,0.0,True,True,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,False,False,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,1.0,1.0,0.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,False,False,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,False,False,False,False
Deli_Turkey,0.0,1.0,-1.0,True,True,True,False
Deli_Turkey,1.0,1.0,0.0,False,False,False,False
Deli_Turkey,1.0,0.0,1.0,False,False,False,False
Deli_Turkey,1.0,1.0,0.0,True,True,True,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,0.0,1.0,False,False,False,False
Hot_Dogs,1.0,0.0,1.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,True,True,False,False
Hot_Dogs,0.0,0.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,True,True,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,True,False
Hot_Dogs,0.0,1.0,-1.0,False,False,True,False
Hot_Dogs,0.0,1.0,-1.0,False,False,False,False
Hot_Dogs,0.0,0.0,0.0,False,False,True,False
Hot_Dogs,0.0,1.0,-1.0,False,False,False,False
Hot_Dogs,1.0,0.0,1.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,True,True,True,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,0.0,1.0,-1.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
Hot_Dogs,1.0,1.0,0.0,False,False,False,False
