pair,has_reasoning,brand,identification,external_recall,contamination_sig,gemini_correct,bt_correct
93,True,False,False,False,False,1.0,1.0
94,True,False,False,False,False,0.0,0.0
95,True,False,True,False,True,1.0,1.0
96,True,True,True,False,True,1.0,1.0
97,True,True,False,False,False,1.0,1.0
98,True,True,False,False,False,1.0,1.0
99,True,False,False,False,False,0.0,1.0
100,True,False,False,False,False,0.0,0.0
101,True,False,False,False,False,1.0,0.0
102,True,False,False,False,False,0.0,1.0
103,True,False,False,False,False,1.0,1.0
104,True,False,False,False,False,1.0,1.0
105,True,False,False,False,False,0.0,1.0
106,True,True,False,False,False,1.0,0.0
107,True,True,False,False,False,1.0,0.0
108,True,False,False,False,False,1.0,0.0
109,True,False,False,False,False,0.0,1.0
110,True,True,False,False,False,0.0,0.0
111,True,False,False,False,False,0.0,0.0
112,True,False,False,False,False,1.0,0.0
113,True,False,False,True,True,0.0,0.0
114,True,False,False,False,False,0.0,0.0
115,True,False,False,False,False,1.0,1.0
116,True,False,False,False,False,0.0,1.0
117,True,False,False,False,False,1.0,1.0
118,True,False,False,False,False,1.0,1.0
119,True,False,False,False,False,1.0,1.0
120,True,True,False,False,False,1.0,0.0
121,True,False,False,False,False,1.0,1.0
122,True,False,False,False,False,1.0,1.0
123,True,False,False,False,False,1.0,1.0
124,True,False,False,False,False,0.0,1.0
125,True,False,False,False,False,1.0,0.0
126,True,False,False,False,False,0.0,1.0
127,True,False,False,False,False,0.0,0.0
128,True,False,False,False,False,1.0,1.0
129,True,False,True,False,True,1.0,0.0
130,True,False,False,False,False,1.0,0.0
131,True,False,False,False,False,0.0,0.0
132,True,False,False,False,False,0.0,1.0
133,True,False,True,False,True,1.0,0.0
134,True,False,False,False,False,1.0,0.0
135,True,False,False,False,False,1.0,0.0
136,True,False,False,False,False,1.0,1.0
137,True,False,False,False,False,0.0,0.0
138,True,False,False,False,False,1.0,0.0
139,True,False,False,False,False,1.0,1.0
140,True,False,False,False,False,1.0,1.0
141,True,False,True,False,True,0.0,1.0
142,True,False,True,False,True,1.0,1.0
143,True,False,False,False,False,0.0,0.0
144,True,False,False,False,False,1.0,1.0
145,True,False,False,False,False,1.0,0.0
146,True,False,False,False,False,1.0,1.0
147,True,False,False,False,False,1.0,1.0
148,True,True,False,False,False,1.0,0.0
149,True,False,False,False,False,1.0,1.0
150,True,False,False,False,False,1.0,1.0
151,True,False,False,False,False,1.0,0.0
152,True,False,False,False,False,1.0,0.0
153,True,False,False,False,False,1.0,1.0
154,True,False,False,False,False,1.0,1.0
155,True,False,False,False,False,1.0,1.0
156,True,False,False,False,False,1.0,0.0
157,True,False,True,False,True,0.0,1.0
158,True,False,False,False,False,1.0,0.0
159,True,False,False,False,False,1.0,0.0
160,True,False,False,False,False,1.0,1.0
161,True,False,False,False,False,1.0,1.0
162,True,False,False,False,False,1.0,1.0
163,True,False,False,False,False,1.0,1.0
164,True,False,False,False,False,0.0,0.0
165,True,True,False,False,False,0.0,1.0
166,True,True,False,False,False,0.0,1.0
167,True,False,False,False,False,1.0,0.0
168,True,True,False,False,False,0.0,1.0
169,True,False,False,False,False,1.0,1.0
170,True,False,False,False,False,1.0,0.0
171,True,False,False,False,False,0.0,0.0
172,True,False,True,True,True,0.0,1.0
173,True,True,False,False,False,0.0,1.0
174,True,False,False,False,False,1.0,1.0
175,True,False,True,False,True,1.0,1.0
176,True,False,False,False,False,0.0,1.0
177,True,False,False,False,False,0.0,0.0
178,True,False,False,False,False,0.0,0.0
179,True,False,False,False,False,0.0,1.0
180,True,False,True,False,True,0.0,1.0
181,True,False,False,False,False,0.0,1.0
182,True,False,False,False,False,1.0,1.0
183,True,False,False,False,False,1.0,0.0
184,True,False,False,False,False,1.0,0.0
185,True,False,False,False,False,1.0,1.0
186,True,False,False,False,False,0.0,1.0
187,True,False,False,False,False,1.0,1.0
188,True,False,False,False,False,1.0,0.0
189,True,False,False,False,False,1.0,0.0
190,True,False,False,False,False,1.0,1.0
191,True,False,False,False,False,1.0,1.0
192,True,False,False,False,False,0.0,0.0
193,True,False,False,False,False,1.0,1.0
194,True,False,False,False,False,1.0,1.0
195,True,False,False,False,False,1.0,0.0
196,True,False,False,False,False,1.0,1.0
197,True,False,False,False,False,1.0,0.0
198,True,False,False,False,False,1.0,1.0
199,True,False,False,False,False,1.0,1.0
200,True,False,False,False,False,1.0,1.0
201,True,False,False,False,False,0.0,0.0
202,True,False,False,False,False,0.0,0.0
203,True,False,False,False,False,0.0,1.0
204,True,False,False,False,False,0.0,1.0
205,True,False,False,False,False,0.0,0.0
206,True,False,False,False,False,1.0,1.0
207,True,False,False,False,False,1.0,0.0
208,True,False,False,False,False,1.0,0.0
209,True,False,False,False,False,1.0,1.0
210,True,False,False,False,False,1.0,1.0
211,True,False,False,False,False,1.0,0.0
212,True,False,False,False,False,0.0,0.0
213,True,True,False,False,False,1.0,1.0
214,True,False,False,False,False,1.0,1.0
215,True,False,True,False,True,1.0,0.0
216,True,False,False,False,False,1.0,1.0
217,True,False,False,False,False,1.0,1.0
218,True,False,False,False,False,1.0,0.0
219,True,False,False,False,False,1.0,0.0
220,True,False,False,False,False,0.0,0.0
221,True,True,False,False,False,1.0,0.0
222,True,True,True,False,True,1.0,1.0
223,True,False,False,False,False,1.0,1.0
224,True,False,False,False,False,1.0,1.0
225,True,False,False,False,False,1.0,1.0
226,True,False,False,False,False,1.0,1.0
227,True,False,False,False,False,1.0,1.0
228,True,False,False,False,False,1.0,1.0
229,True,False,False,False,False,1.0,0.0
230,True,False,False,False,False,0.0,0.0
231,True,False,False,False,False,1.0,1.0
232,True,False,False,False,False,1.0,1.0
233,True,False,True,False,True,0.0,0.0
234,True,False,True,False,True,1.0,1.0
235,True,False,False,False,False,1.0,0.0
236,True,False,False,False,False,1.0,1.0
237,True,False,False,False,False,0.0,0.0
238,True,False,False,False,False,0.0,1.0
239,True,False,False,False,False,1.0,1.0
240,True,False,False,False,False,1.0,1.0
241,True,False,False,False,False,1.0,1.0
242,True,False,False,False,False,1.0,1.0
243,True,False,False,False,False,0.0,1.0
244,True,False,False,False,False,0.0,0.0
245,True,True,True,False,True,1.0,0.0
246,True,False,False,False,False,1.0,0.0
247,True,False,False,False,False,1.0,1.0
248,True,False,False,False,False,1.0,0.0
249,True,False,False,False,False,0.0,1.0
250,True,False,False,False,False,0.0,0.0
251,True,False,True,False,True,1.0,1.0
252,True,False,False,False,False,1.0,1.0
253,True,False,False,False,False,1.0,1.0
254,True,False,True,False,True,1.0,1.0
255,True,False,False,False,False,1.0,0.0
256,True,False,False,False,False,1.0,0.0
257,True,False,False,False,False,1.0,1.0
258,True,False,False,False,False,1.0,1.0
259,True,False,False,False,False,0.0,1.0
260,True,False,True,False,True,1.0,1.0
261,True,False,False,False,False,0.0,1.0
262,True,False,False,False,False,0.0,0.0
263,True,False,False,False,False,1.0,1.0
264,True,False,False,False,False,0.0,0.0
265,True,False,False,False,False,1.0,0.0
266,True,False,False,False,False,0.0,0.0
267,True,False,False,False,False,1.0,0.0
268,True,False,False,False,False,1.0,1.0
269,True,False,False,False,False,1.0,1.0
270,True,False,False,False,False,1.0,1.0
271,True,False,False,False,False,1.0,0.0
272,True,False,False,True,True,0.0,1.0
273,True,False,False,False,False,1.0,1.0
274,True,False,False,False,False,0.0,1.0
275,True,False,False,False,False,1.0,1.0
276,True,False,False,False,False,1.0,1.0
277,True,False,False,False,False,0.0,1.0
278,True,False,False,False,False,1.0,1.0
279,True,True,True,True,True,1.0,1.0
280,True,False,False,False,False,0.0,1.0
281,True,False,False,False,False,1.0,0.0
282,True,False,False,False,False,1.0,1.0
283,True,False,False,False,False,1.0,1.0
284,True,False,False,False,False,0.0,1.0
285,True,False,False,False,False,0.0,1.0
286,True,False,False,False,False,1.0,1.0
287,True,False,False,False,False,1.0,0.0
288,True,True,True,False,True,1.0,1.0
289,True,False,False,True,True,1.0,0.0
290,True,False,False,False,False,0.0,1.0
291,True,False,False,False,False,0.0,0.0
292,True,False,False,False,False,1.0,1.0
293,True,False,False,False,False,1.0,1.0
294,True,False,True,False,True,0.0,1.0
295,True,False,False,False,False,1.0,1.0
296,True,False,False,False,False,1.0,1.0
297,True,False,False,False,False,1.0,1.0
298,True,True,False,False,False,1.0,0.0
299,True,False,False,False,False,0.0,0.0
300,True,False,False,False,False,0.0,0.0
301,True,False,False,False,False,1.0,1.0
302,True,False,False,False,False,1.0,0.0
303,True,False,False,False,False,1.0,1.0
304,True,False,False,False,False,0.0,1.0
305,True,False,False,False,False,1.0,1.0
306,True,False,False,False,False,0.0,1.0
307,True,True,False,False,False,1.0,0.0
308,True,False,False,False,False,1.0,1.0
309,True,False,False,False,False,1.0,1.0
310,True,False,False,False,False,1.0,1.0
311,True,False,False,False,False,1.0,0.0
312,True,False,False,False,False,0.0,1.0
313,True,False,False,False,False,0.0,0.0
314,True,False,False,False,False,0.0,0.0
315,True,False,False,False,False,1.0,0.0
316,True,False,False,False,False,1.0,1.0
317,True,True,False,False,False,0.0,1.0
318,True,False,False,False,False,0.0,0.0
319,True,False,False,False,False,1.0,1.0
320,True,False,False,False,False,0.0,0.0
321,True,False,False,False,False,1.0,1.0
322,True,False,False,False,False,1.0,0.0
323,True,False,False,False,False,0.0,1.0
324,True,False,False,False,False,1.0,0.0
325,True,False,False,False,False,1.0,0.0
326,True,False,False,False,False,1.0,1.0
327,True,False,False,False,False,1.0,1.0
328,True,False,False,False,False,1.0,0.0
329,True,True,True,False,True,0.0,1.0
330,True,False,False,False,False,0.0,1.0
331,True,False,False,False,False,0.0,0.0
332,True,False,False,False,False,1.0,1.0
333,True,False,False,False,False,1.0,1.0
334,True,False,False,False,False,1.0,1.0
335,True,False,False,False,False,1.0,0.0
336,True,False,False,False,False,0.0,0.0
337,True,False,False,False,False,0.0,1.0
338,True,False,False,False,False,1.0,1.0
339,True,False,False,False,False,1.0,1.0
340,True,False,False,False,False,0.0,0.0
341,True,False,False,False,False,1.0,1.0
342,True,False,False,False,False,1.0,0.0
343,True,False,False,False,False,1.0,1.0
344,True,False,True,False,True,0.0,1.0
345,True,False,False,False,False,1.0,0.0
346,True,False,False,False,False,1.0,1.0
347,True,False,False,False,False,1.0,1.0
348,True,True,False,False,False,0.0,1.0
349,True,False,False,False,False,1.0,0.0
350,True,False,False,False,False,0.0,1.0
351,True,False,False,False,False,1.0,1.0
352,True,False,False,False,False,0.0,1.0
353,True,False,False,False,False,0.0,0.0
354,True,False,False,False,False,1.0,1.0
355,True,False,False,False,False,1.0,0.0
356,True,False,False,False,False,1.0,0.0
357,True,False,True,False,True,1.0,1.0
358,True,True,False,False,False,0.0,1.0
359,True,False,True,False,True,1.0,1.0
360,True,False,False,False,False,1.0,1.0
361,True,False,False,False,False,0.0,0.0
362,True,False,False,False,False,0.0,1.0
363,True,False,False,False,False,1.0,0.0
364,True,False,False,False,False,1.0,0.0
365,True,False,False,False,False,0.0,1.0
366,True,False,False,False,False,1.0,1.0
367,True,False,False,False,False,0.0,1.0
368,True,False,False,False,False,0.0,0.0
369,True,False,False,False,False,1.0,0.0
370,True,False,False,False,False,1.0,0.0
371,True,False,False,False,False,1.0,0.0
372,True,False,False,False,False,1.0,1.0
373,True,False,False,False,False,0.0,1.0
374,True,False,False,False,False,0.0,1.0
375,True,False,False,False,False,1.0,1.0
376,True,False,True,False,True,1.0,1.0
377,True,False,False,False,False,0.0,0.0
378,True,False,False,False,False,0.0,1.0
379,True,False,False,False,False,0.0,1.0
380,True,False,False,False,False,1.0,1.0
381,True,True,True,False,True,1.0,0.0
382,True,False,False,False,False,1.0,1.0
383,True,True,True,False,True,0.0,1.0
384,True,False,False,False,False,0.0,0.0
385,True,True,False,False,False,1.0,0.0
386,True,False,False,False,False,0.0,1.0
387,True,False,False,False,False,0.0,1.0
388,True,False,False,False,False,1.0,0.0
389,True,False,False,False,False,1.0,0.0
390,True,False,False,False,False,0.0,0.0
391,True,False,True,False,True,1.0,0.0
392,True,False,False,False,False,1.0,1.0
393,True,False,False,False,False,0.0,0.0
394,True,False,False,False,False,1.0,1.0
395,True,False,False,False,False,1.0,0.0
396,True,False,False,False,False,1.0,1.0
397,True,False,False,False,False,1.0,1.0
398,True,False,False,False,False,0.0,1.0
399,True,False,False,False,False,1.0,1.0
400,True,False,False,False,False,1.0,1.0
401,True,False,False,False,False,0.0,0.0
402,True,False,False,False,False,1.0,0.0
403,True,False,False,False,False,0.0,0.0
404,True,False,False,False,False,1.0,1.0
405,True,False,False,False,False,1.0,1.0
406,True,False,False,False,False,0.0,0.0
407,True,False,False,False,False,1.0,1.0
408,True,False,False,False,False,1.0,1.0
409,True,False,False,False,False,1.0,1.0
410,True,False,False,False,False,1.0,1.0
411,True,False,False,False,False,1.0,1.0
412,True,False,False,False,False,1.0,0.0
413,True,False,False,False,False,0.0,1.0
414,True,False,False,False,False,1.0,0.0
415,True,False,False,False,False,1.0,0.0
416,True,False,False,False,False,1.0,1.0
417,True,False,False,False,False,1.0,0.0
418,True,False,False,False,False,1.0,0.0
419,True,False,False,False,False,1.0,1.0
420,True,False,False,False,False,1.0,1.0
421,True,False,False,False,False,1.0,1.0
422,True,False,False,False,False,0.0,0.0
423,True,False,False,False,False,1.0,1.0
424,True,False,False,False,False,0.0,0.0
425,True,False,False,False,False,1.0,0.0
426,True,False,False,False,False,1.0,0.0
427,True,False,False,False,False,1.0,0.0
428,True,False,False,False,False,1.0,1.0
429,True,False,True,False,True,1.0,1.0
430,True,False,True,False,True,0.0,0.0
431,True,False,False,False,False,0.0,1.0
432,True,False,False,False,False,0.0,0.0
433,True,True,False,False,False,1.0,0.0
434,True,False,False,False,False,1.0,0.0
435,True,False,False,False,False,0.0,1.0
436,True,False,False,False,False,0.0,1.0
437,True,True,False,False,False,0.0,1.0
438,True,False,False,False,False,1.0,1.0
439,True,False,False,True,True,1.0,0.0
440,True,True,False,False,False,1.0,1.0
441,True,False,False,False,False,1.0,1.0
442,True,False,False,False,False,0.0,1.0
443,True,False,False,False,False,1.0,1.0
444,True,False,False,False,False,0.0,0.0
445,True,False,False,False,False,1.0,1.0
446,True,False,False,False,False,1.0,0.0
447,True,False,True,False,True,1.0,1.0
448,True,False,False,False,False,1.0,0.0
449,True,False,False,False,False,1.0,1.0
450,True,False,False,False,False,0.0,0.0
451,True,False,False,False,False,0.0,1.0
452,True,True,False,False,False,1.0,0.0
453,True,False,False,False,False,1.0,1.0
454,True,False,False,False,False,1.0,0.0
455,True,False,False,False,False,1.0,0.0
456,True,False,False,False,False,0.0,0.0
457,True,False,False,False,False,0.0,1.0
458,True,False,False,False,False,0.0,1.0
459,True,False,False,False,False,1.0,0.0
460,True,False,False,False,False,0.0,1.0
461,True,False,False,False,False,1.0,0.0
462,True,False,False,False,False,1.0,0.0
463,True,True,True,False,True,1.0,0.0
464,True,False,False,False,False,1.0,1.0
465,True,True,False,False,False,1.0,1.0
466,True,False,True,False,True,0.0,0.0
467,True,True,True,False,True,1.0,1.0
468,True,False,False,False,False,1.0,0.0
469,True,False,False,False,False,0.0,0.0
470,True,False,False,False,False,1.0,0.0
471,True,False,False,False,False,0.0,1.0
472,True,False,False,False,False,0.0,0.0
473,True,False,False,True,True,1.0,1.0
474,True,False,False,False,False,0.0,1.0
475,True,False,False,False,False,0.0,1.0
476,True,False,False,False,False,0.0,0.0
477,True,False,False,True,True,0.0,0.0
478,True,False,False,False,False,0.0,0.0
479,True,False,False,False,False,1.0,0.0
480,True,False,False,False,False,0.0,1.0
481,True,False,True,False,True,0.0,0.0
482,True,True,True,False,True,0.0,1.0
483,True,False,False,False,False,1.0,1.0
484,True,False,False,False,False,1.0,1.0
485,True,False,False,False,False,1.0,1.0
486,True,True,False,False,False,1.0,0.0
487,True,False,False,False,False,0.0,0.0
488,True,False,False,False,False,0.0,0.0
489,True,False,True,False,True,1.0,1.0
490,True,False,False,False,False,1.0,1.0
491,True,True,False,False,False,1.0,0.0
492,True,False,False,False,False,0.0,0.0
493,True,False,False,False,False,0.0,1.0
494,True,True,True,True,True,1.0,0.0
495,True,False,False,False,False,1.0,0.0
496,True,False,False,False,False,0.0,0.0
497,True,False,False,False,False,0.0,0.0
498,True,False,False,False,False,1.0,0.0
499,True,False,False,False,False,1.0,1.0
500,True,False,False,False,False,1.0,0.0
501,True,False,True,False,True,0.0,0.0
502,True,False,False,False,False,0.0,0.0
503,True,False,False,False,False,0.0,1.0
504,True,False,False,False,False,0.0,1.0
505,True,False,False,False,False,1.0,1.0
506,True,False,False,False,False,0.0,0.0
507,True,False,False,False,False,0.0,0.0
508,True,False,True,False,True,1.0,1.0
509,True,False,False,False,False,1.0,1.0
510,True,False,False,False,False,1.0,1.0
511,True,False,False,False,False,1.0,1.0
512,True,False,False,False,False,1.0,0.0
513,True,False,False,False,False,1.0,0.0
514,True,False,False,False,False,1.0,1.0
515,True,False,False,False,False,1.0,0.0
516,True,True,False,False,False,0.0,0.0
517,True,False,False,False,False,1.0,1.0
518,True,False,False,False,False,1.0,0.0
519,True,False,False,False,False,1.0,1.0
520,True,False,False,False,False,1.0,1.0
521,True,False,False,False,False,0.0,1.0
522,True,False,False,False,False,1.0,1.0
523,True,False,False,False,False,1.0,1.0
524,True,True,False,False,False,0.0,1.0
525,True,False,False,False,False,1.0,1.0
526,True,False,False,False,False,1.0,0.0
527,True,False,True,False,True,0.0,1.0
528,True,False,False,False,False,1.0,1.0
529,True,False,False,False,False,0.0,1.0
530,True,False,False,False,False,0.0,1.0
531,True,False,False,False,False,1.0,0.0
532,True,False,True,False,True,1.0,1.0
533,True,False,False,False,False,1.0,0.0
534,True,False,False,False,False,0.0,0.0
535,True,False,False,False,False,1.0,1.0
536,True,False,False,False,False,1.0,0.0
537,True,False,False,False,False,1.0,1.0
538,True,False,False,False,False,0.0,1.0
539,True,True,True,False,True,1.0,0.0
540,True,False,False,False,False,0.0,0.0
541,True,False,False,False,False,1.0,0.0
542,True,True,False,False,False,1.0,0.0
543,True,False,False,False,False,1.0,1.0
544,True,False,False,False,False,1.0,1.0
545,True,False,False,False,False,0.0,1.0
546,True,False,False,False,False,0.0,0.0
547,True,False,False,False,False,0.0,0.0
548,True,False,True,False,True,1.0,1.0
549,True,False,False,False,False,1.0,1.0
550,True,False,False,False,False,1.0,1.0
551,True,False,False,False,False,1.0,1.0
552,True,False,False,False,False,1.0,0.0
553,True,True,True,False,True,1.0,0.0
554,True,False,True,False,True,0.0,0.0
555,True,False,False,False,False,1.0,1.0
556,True,False,False,False,False,0.0,1.0
557,True,False,False,False,False,1.0,1.0
558,True,False,True,False,True,1.0,1.0
559,True,False,False,False,False,1.0,0.0
560,True,False,False,False,False,1.0,1.0
561,True,False,False,False,False,0.0,0.0
562,True,True,True,False,True,1.0,0.0
563,True,False,True,False,True,1.0,1.0
564,True,False,False,True,True,1.0,1.0
565,True,False,False,False,False,0.0,0.0
566,True,False,False,False,False,1.0,1.0
567,True,False,False,False,False,1.0,0.0
568,True,False,False,True,True,1.0,1.0
569,True,False,False,False,False,1.0,1.0
570,True,False,False,False,False,0.0,1.0
571,True,False,False,False,False,1.0,1.0
572,True,False,True,False,True,1.0,1.0
573,True,False,False,False,False,1.0,0.0
574,True,False,False,False,False,0.0,1.0
575,True,False,False,False,False,1.0,0.0
576,True,False,False,False,False,1.0,1.0
577,True,False,False,False,False,0.0,0.0
578,True,False,False,False,False,1.0,1.0
579,True,False,False,False,False,0.0,1.0
580,True,True,False,False,False,1.0,1.0
581,True,False,False,False,False,1.0,1.0
582,True,False,False,False,False,1.0,0.0
583,True,False,False,False,False,1.0,0.0
584,True,False,False,False,False,0.0,0.0
585,True,False,False,False,False,1.0,1.0
586,True,False,False,False,False,1.0,1.0
587,True,True,False,False,False,1.0,1.0
588,True,False,False,False,False,1.0,1.0
589,True,False,False,False,False,0.0,1.0
590,True,False,False,False,False,0.0,1.0
591,True,False,False,True,True,0.0,1.0
592,True,False,False,False,False,0.0,1.0
593,True,False,False,False,False,0.0,1.0
594,True,True,False,False,False,1.0,1.0
595,True,False,False,False,False,0.0,1.0
596,True,False,False,False,False,1.0,1.0
597,True,False,False,False,False,0.0,0.0
598,True,False,False,False,False,0.0,1.0
599,True,False,False,False,False,1.0,1.0
600,True,False,False,False,False,0.0,1.0
601,True,False,True,False,True,1.0,1.0
602,True,False,False,False,False,1.0,0.0
603,True,False,False,False,False,1.0,0.0
604,True,False,False,False,False,1.0,1.0
605,True,True,True,True,True,0.0,0.0
606,True,False,True,False,True,1.0,0.0
607,True,True,False,False,False,0.0,1.0
608,True,False,False,False,False,1.0,1.0
609,True,False,False,False,False,0.0,0.0
610,True,False,False,False,False,1.0,0.0
611,True,False,False,False,False,1.0,0.0
612,True,False,False,False,False,1.0,1.0
613,True,False,False,False,False,1.0,1.0
614,True,False,False,False,False,1.0,0.0
615,True,False,False,False,False,1.0,1.0
616,True,False,False,False,False,1.0,1.0
617,True,True,False,False,False,1.0,0.0
618,True,False,False,False,False,0.0,1.0
619,True,False,False,False,False,1.0,0.0
620,True,False,False,False,False,1.0,0.0
621,True,False,False,False,False,1.0,1.0
622,True,False,False,False,False,1.0,1.0
623,True,False,False,False,False,1.0,1.0
624,True,False,False,False,False,0.0,1.0
625,True,False,True,False,True,0.0,0.0
626,True,False,False,False,False,0.0,1.0
627,True,False,False,False,False,0.0,1.0
628,True,False,False,False,False,1.0,1.0
629,True,False,False,False,False,1.0,1.0
630,True,True,False,False,False,1.0,1.0
631,True,False,False,False,False,0.0,0.0
632,True,False,False,False,False,1.0,0.0
633,True,False,False,False,False,1.0,1.0
634,True,False,False,True,True,1.0,1.0
635,True,False,False,False,False,0.0,0.0
636,True,True,True,False,True,1.0,1.0
637,True,False,False,False,False,1.0,0.0
638,True,False,False,False,False,0.0,1.0
639,True,False,True,False,True,0.0,1.0
640,True,False,False,False,False,1.0,0.0
641,True,False,False,False,False,1.0,0.0
642,True,False,False,False,False,0.0,0.0
643,True,False,False,False,False,0.0,1.0
644,True,False,False,False,False,1.0,1.0
645,True,False,True,False,True,0.0,1.0
646,True,False,False,False,False,0.0,1.0
647,True,False,False,False,False,1.0,1.0
648,True,False,True,False,True,1.0,1.0
649,True,False,False,False,False,0.0,0.0
650,True,False,True,False,True,1.0,0.0
651,True,False,False,False,False,1.0,0.0
652,True,False,False,False,False,1.0,1.0
653,True,False,False,False,False,1.0,0.0
654,True,False,False,False,False,1.0,1.0
655,True,False,False,False,False,0.0,0.0
656,True,False,False,False,False,1.0,1.0
657,True,False,True,False,True,0.0,1.0
658,True,False,False,False,False,1.0,1.0
659,True,True,False,False,False,1.0,1.0
660,True,False,False,False,False,1.0,1.0
661,True,False,False,False,False,1.0,1.0
662,True,False,False,False,False,1.0,0.0
663,True,True,False,False,False,0.0,0.0
664,True,False,False,False,False,1.0,1.0
665,True,False,False,False,False,0.0,0.0
666,True,False,False,False,False,1.0,1.0
667,True,False,False,False,False,1.0,1.0
668,True,False,False,False,False,1.0,1.0
669,True,False,False,False,False,1.0,1.0
670,True,False,False,False,False,1.0,1.0
671,True,False,False,False,False,1.0,1.0
672,True,False,False,False,False,0.0,1.0
673,True,False,False,False,False,1.0,1.0
674,True,False,True,False,True,1.0,1.0
675,True,False,False,False,False,1.0,0.0
676,True,False,False,False,False,1.0,1.0
677,True,True,False,False,False,1.0,1.0
678,True,False,False,True,True,0.0,0.0
679,True,False,True,False,True,0.0,1.0
680,True,False,False,False,False,1.0,1.0
681,True,False,True,False,True,1.0,1.0
682,True,False,False,False,False,1.0,1.0
683,True,False,False,False,False,0.0,1.0
684,True,False,False,False,False,1.0,0.0
685,True,False,False,False,False,1.0,1.0
686,True,True,True,False,True,1.0,1.0
687,True,False,True,False,True,1.0,0.0
688,True,False,False,False,False,1.0,0.0
689,True,False,True,False,True,0.0,1.0
690,True,False,False,False,False,0.0,1.0
691,True,False,False,False,False,0.0,1.0
692,True,False,True,False,True,1.0,0.0
693,True,False,False,False,False,1.0,0.0
694,True,False,False,False,False,0.0,1.0
