k,iteration,pairwise_accuracy,spearman,recall_at_1,recall_at_3
1,70,0.6284403669724771,0.36300256418385,0.29444444444444445,0.5916666666666667
1,71,0.626401630988787,0.3498926952951381,0.16845238095238094,0.47341269841269834
1,72,0.5866462793068298,0.25569619931788573,0.14583333333333334,0.425
1,73,0.6386340468909276,0.3680031146383859,0.29305555555555557,0.6847222222222222
1,74,0.5861365953109072,0.20869772319243443,0.14027777777777775,0.46527777777777773
1,75,0.6437308868501529,0.4060977171862568,0.30833333333333335,0.7250000000000001
1,76,0.5779816513761468,0.2430484818088531,0.1388888888888889,0.5277777777777778
1,77,0.6044852191641182,0.3170198417886601,0.23958333333333334,0.6284722222222222
1,78,0.6044852191641182,0.3053333889738956,0.24097222222222225,0.6131944444444445
1,79,0.6248725790010193,0.3475039287485466,0.2777777777777778,0.4993055555555556
1,80,0.6391437308868502,0.3777373063515891,0.2881944444444445,0.7604166666666666
1,81,0.6024464831804281,0.30879573243069536,0.2552083333333333,0.6788194444444445
1,82,0.5764525993883792,0.225006481794666,0.14236111111111113,0.56875
1,83,0.6100917431192661,0.3384965272773072,0.13680555555555554,0.4756944444444444
1,84,0.6218144750254841,0.29661717679273264,0.2569444444444444,0.5381944444444444
1,85,0.5988786952089704,0.2348287711529106,0.20138888888888887,0.5131944444444444
1,86,0.5565749235474006,0.15921872358376477,0.24097222222222223,0.5493055555555556
1,87,0.6401630988786952,0.35445565192818457,0.22569444444444445,0.6243055555555556
1,88,0.6559633027522935,0.4214810433756425,0.11944444444444442,0.6458333333333334
1,89,0.6472986748216106,0.4147948275823795,0.23750000000000002,0.6152777777777778
1,90,0.6401630988786952,0.3853528488976625,0.2222222222222222,0.5965277777777778
1,91,0.5866462793068298,0.23859772426593057,0.25277777777777777,0.5104166666666666
1,92,0.6218144750254841,0.34476634583429755,0.2638888888888889,0.5638888888888888
1,93,0.6019367991845056,0.24480751039131401,0.08680555555555557,0.32569444444444445
1,94,0.6335372069317023,0.33132350325610477,0.2965277777777778,0.5944444444444444
1,95,0.5886850152905199,0.23631895930291028,0.13095238095238096,0.4363095238095238
1,96,0.6187563710499491,0.31407487041581733,0.2638888888888889,0.5104166666666666
1,97,0.6253822629969419,0.369630161024657,0.3430555555555556,0.7097222222222221
1,98,0.6146788990825688,0.32308468777728705,0.14027777777777778,0.5333333333333333
1,99,0.5891946992864424,0.2912806542409374,0.10902777777777777,0.38958333333333334
1,100,0.6416921508664628,0.43644610412160273,0.2698412698412698,0.5595238095238095
1,101,0.6146788990825688,0.24688095564277823,0.125,0.4270833333333333
1,102,0.6070336391437309,0.3188132624020738,0.12291666666666667,0.5666666666666668
1,103,0.6197757390417941,0.3445523496866207,0.23263888888888887,0.6
1,104,0.5953109072375128,0.30188252231168833,0.16458333333333333,0.5979166666666667
1,105,0.5866462793068298,0.2552915789848234,0.13541666666666666,0.3680555555555555
1,106,0.6325178389398572,0.39545982499000937,0.21527777777777776,0.5812499999999999
1,107,0.5718654434250765,0.22274371405123797,0.2701388888888889,0.44236111111111115
1,108,0.6493374108053007,0.42386974222306734,0.2795634920634921,0.6095238095238095
1,109,0.6136595310907238,0.34511435431162424,0.20833333333333334,0.5187499999999999
1,110,0.6095820591233435,0.31480925143865657,0.10416666666666667,0.4849537037037037
1,111,0.6070336391437309,0.31983349664420324,0.28958333333333336,0.5979166666666667
1,112,0.6075433231396534,0.3185373431609562,0.18194444444444446,0.5423611111111112
1,113,0.5708460754332314,0.19781980344443725,0.20833333333333334,0.40277777777777785
1,114,0.6192660550458715,0.359977709637475,0.17500000000000002,0.5402777777777777
1,115,0.5958205912334352,0.25940501106219815,0.2041666666666667,0.5604166666666667
1,116,0.6279306829765545,0.3662837644669333,0.26319444444444445,0.5826388888888888
1,117,0.6314984709480123,0.38351281306162754,0.255952380952381,0.5123015873015873
1,118,0.6258919469928644,0.3376176312333159,0.2638888888888889,0.6491071428571428
1,119,0.5718654434250765,0.19622246250336123,0.10555555555555556,0.40625000000000006
1,120,0.6371049949031601,0.35813301391750546,0.32430555555555557,0.6916666666666668
1,121,0.6060142711518859,0.34211725389827596,0.20833333333333334,0.5927579365079364
1,122,0.6472986748216106,0.4328015613000868,0.40625,0.7256944444444443
1,123,0.6085626911314985,0.28378726465277326,0.13541666666666666,0.48263888888888884
1,124,0.6422018348623854,0.39508249646425003,0.4513888888888889,0.673611111111111
1,125,0.6207951070336392,0.3689684382103987,0.2951388888888889,0.6064814814814814
1,126,0.5779816513761468,0.21142355509023888,0.24097222222222223,0.45069444444444445
1,127,0.589704383282365,0.25816216345689,0.2685185185185185,0.513888888888889
1,128,0.6218144750254841,0.34907790342500183,0.16359126984126984,0.6796626984126984
1,129,0.6197757390417941,0.3366606415350896,0.22569444444444442,0.5256944444444445
1,130,0.636085626911315,0.4081272464177196,0.29583333333333334,0.6166666666666666
1,131,0.6299694189602446,0.3767163220987088,0.21874999999999997,0.5069444444444444
1,132,0.6391437308868502,0.3875338060478934,0.16111111111111112,0.49999999999999994
1,133,0.6615698267074414,0.45709978348816716,0.14930555555555555,0.6215277777777778
1,134,0.6325178389398572,0.3897412444337528,0.18888888888888888,0.5994047619047619
1,135,0.5876656472986749,0.2676653161360464,0.3263888888888889,0.4895833333333333
1,136,0.5682976554536188,0.21444087149525554,0.18541666666666667,0.5631944444444444
1,137,0.6376146788990825,0.34359525990806633,0.1111111111111111,0.6319444444444444
1,138,0.636085626911315,0.3813460197991233,0.2791666666666667,0.6451388888888888
1,139,0.6289500509683996,0.3270783299496351,0.16111111111111112,0.5055555555555556
1,140,0.6187563710499491,0.34691429101746296,0.3,0.6083333333333333
1,141,0.6335372069317023,0.3469310251538994,0.14930555555555555,0.47986111111111107
1,142,0.5642201834862385,0.23563474296889517,0.2222222222222222,0.5416666666666666
1,143,0.6376146788990825,0.4051751537427834,0.17500000000000002,0.41458333333333336
1,144,0.6692150866462793,0.45237325059716754,0.22569444444444445,0.6319444444444444
1,145,0.5942915392456677,0.27466457171014713,0.19722222222222222,0.6416666666666666
1,146,0.6534148827726809,0.4256888337260483,0.2385912698412698,0.5254960317460318
1,147,0.6248725790010193,0.35814515925230617,0.17060185185185184,0.6541666666666667
1,148,0.6595310907237513,0.400709913097253,0.21666666666666667,0.55625
1,149,0.5474006116207951,0.12407882549721054,0.08472222222222221,0.3913194444444445
1,150,0.672782874617737,0.4281363284921882,0.3,0.6458333333333334
1,151,0.5902140672782875,0.2994175864978054,0.13194444444444445,0.4791666666666667
1,152,0.59072375127421,0.2641187262265436,0.2951388888888889,0.49801587301587297
1,153,0.5978593272171254,0.3111129969245393,0.2604166666666667,0.5895833333333333
1,154,0.6111111111111112,0.2772117848729442,0.12986111111111112,0.45729166666666665
1,155,0.6136595310907238,0.26569404033902083,0.17361111111111108,0.5198412698412699
1,156,0.6452599388379205,0.3787932384149425,0.3430555555555555,0.6437499999999999
1,157,0.6253822629969419,0.3697229333974831,0.2986111111111111,0.701388888888889
1,158,0.6335372069317023,0.395814796621053,0.37777777777777777,0.6368055555555555
1,159,0.6365953109072375,0.3930059638705885,0.125,0.49652777777777773
1,160,0.6309887869520897,0.35079868493704075,0.16458333333333333,0.5659722222222222
1,161,0.627420998980632,0.30489464849415415,0.2652777777777778,0.6013888888888889
1,162,0.609072375127421,0.26637994295089246,0.2708333333333333,0.5069444444444444
1,163,0.6044852191641182,0.264474813012021,0.14930555555555555,0.5013888888888889
1,164,0.6320081549439348,0.36155108399458064,0.18055555555555555,0.6666666666666666
1,165,0.6325178389398572,0.3453045427023779,0.14375000000000002,0.4465277777777778
1,166,0.6192660550458715,0.334766289373319,0.20138888888888887,0.6020833333333334
1,167,0.6243628950050968,0.35862558685293305,0.11805555555555557,0.5756944444444444
1,168,0.5698267074413863,0.21544174216246267,0.15555555555555559,0.44861111111111107
1,169,0.6162079510703364,0.31052287030745973,0.26180555555555557,0.5381944444444445
1,170,0.6162079510703364,0.31553828553249047,0.22916666666666663,0.5583333333333333
1,171,0.6488277268093782,0.4166306309812168,0.17361111111111113,0.638888888888889
1,172,0.6218144750254841,0.3643491169247002,0.16319444444444445,0.545138888888889
1,173,0.6136595310907238,0.3229178563516391,0.20833333333333334,0.5069444444444444
1,174,0.6345565749235474,0.3697194542639982,0.22916666666666666,0.5222222222222223
1,175,0.5948012232415902,0.2997660217241656,0.2861111111111111,0.6083333333333333
1,176,0.6202854230377166,0.332970678507641,0.1388888888888889,0.4819444444444445
1,177,0.6131498470948012,0.33476730731584536,0.22708333333333333,0.525
1,178,0.5703363914373089,0.2228775040705963,0.09722222222222221,0.44722222222222224
1,179,0.599388379204893,0.30610332654478056,0.23055555555555554,0.5013888888888889
1,180,0.6055045871559633,0.2691578473456076,0.22569444444444442,0.5208333333333334
1,181,0.626401630988787,0.3531638586289811,0.20833333333333334,0.6854166666666667
1,182,0.6065239551478083,0.26548633848605346,0.16666666666666666,0.3888888888888889
1,183,0.6055045871559633,0.3291491108424038,0.18402777777777776,0.5598214285714286
1,184,0.5825688073394495,0.20626002685813327,0.2569444444444445,0.611111111111111
1,185,0.6233435270132518,0.3652485002613586,0.2722222222222222,0.6493055555555556
1,186,0.5942915392456677,0.30422807179942635,0.2534722222222222,0.4895833333333333
1,187,0.6248725790010193,0.35174155857483463,0.3263888888888889,0.46875
1,188,0.6340468909276249,0.38516677418399775,0.2781746031746032,0.5984126984126984
1,189,0.6243628950050968,0.33128561088359343,0.2861111111111111,0.6152777777777777
1,190,0.5667686034658511,0.22558775853767718,0.17708333333333334,0.46319444444444446
1,191,0.5948012232415902,0.267204521254363,0.1875,0.5166666666666667
1,192,0.6462793068297655,0.41525373078285127,0.2861111111111111,0.7569444444444443
1,193,0.617737003058104,0.3153526877177129,0.23611111111111113,0.43750000000000006
1,194,0.6207951070336392,0.35712339711991903,0.3159722222222222,0.611111111111111
1,195,0.5998980632008155,0.2891550459323302,0.16458333333333333,0.43124999999999997
1,196,0.5902140672782875,0.2539288665137642,0.18194444444444444,0.5277777777777778
1,197,0.6416921508664628,0.4052713987910995,0.0798611111111111,0.5243055555555555
1,198,0.6396534148827727,0.40855028239320584,0.1840277777777778,0.5243055555555556
1,199,0.6116207951070336,0.32169908406151887,0.2638888888888889,0.6555555555555556
1,200,0.5876656472986749,0.2153899895273978,0.2673611111111111,0.6381944444444444
1,201,0.571355759429154,0.21427617391680046,0.13541666666666666,0.40625
1,202,0.6218144750254841,0.3667877595008687,0.22916666666666666,0.3888888888888889
1,203,0.5978593272171254,0.2791393017168104,0.23055555555555554,0.6319444444444445
1,204,0.6085626911314985,0.30041780968920945,0.17361111111111113,0.4680555555555556
1,205,0.5973496432212029,0.295648108153239,0.3055555555555555,0.5034722222222222
1,206,0.6060142711518859,0.3351184215828636,0.28125,0.49583333333333335
1,207,0.6279306829765545,0.3438232605495553,0.20486111111111108,0.5138888888888888
1,208,0.6228338430173292,0.3227174569156743,0.3020833333333333,0.5972222222222222
1,209,0.6365953109072375,0.3829824463648788,0.20486111111111108,0.6354166666666666
1,210,0.627420998980632,0.35203843867687756,0.15208333333333332,0.40069444444444446
1,211,0.6213047910295617,0.33612943166302356,0.1574074074074074,0.4583333333333333
1,212,0.5922528032619776,0.2384592044411276,0.24305555555555558,0.5305555555555556
1,213,0.6141692150866462,0.3026849330906273,0.34027777777777773,0.704861111111111
1,214,0.6055045871559633,0.26617806014342493,0.18194444444444444,0.5059523809523809
1,215,0.6111111111111112,0.34607295735299404,0.19583333333333333,0.5333333333333333
1,216,0.6350662589194699,0.36814946210430405,0.2638888888888889,0.5902777777777778
1,217,0.5769622833843018,0.20576186401203644,0.23171296296296295,0.4983796296296296
1,218,0.581039755351682,0.26210268340590054,0.23611111111111113,0.4312500000000001
1,219,0.6269113149847095,0.3712147836087028,0.2534722222222222,0.5159722222222222
1,220,0.5626911314984709,0.18895132330611952,0.21527777777777776,0.4444444444444445
1,221,0.6106014271151886,0.3196801427257392,0.2263888888888889,0.4548611111111111
1,222,0.617737003058104,0.36263784442552477,0.28125,0.4930555555555556
1,223,0.5927624872579002,0.28930120775474105,0.34722222222222227,0.6101190476190477
1,224,0.5927624872579002,0.29911698967429884,0.15625000000000003,0.5173611111111112
1,225,0.5942915392456677,0.25615412586447994,0.23055555555555554,0.5493055555555556
1,226,0.6070336391437309,0.317916059598784,0.34861111111111115,0.6777777777777777
1,227,0.6075433231396534,0.27071788647554,0.15069444444444446,0.48217592592592595
1,228,0.6243628950050968,0.3399506063271314,0.13680555555555554,0.45208333333333334
1,229,0.6416921508664628,0.40830119019727884,0.36111111111111116,0.5729166666666666
1,230,0.6248725790010193,0.3955032506579319,0.2722222222222222,0.5666666666666667
1,231,0.6009174311926605,0.3188791267931465,0.13333333333333333,0.4451388888888889
1,232,0.6365953109072375,0.37077143574829247,0.2673611111111111,0.5486111111111112
1,233,0.5759429153924567,0.20651354975562625,0.16111111111111112,0.49583333333333335
1,234,0.5835881753312946,0.25508481147446055,0.20138888888888892,0.4684027777777778
1,235,0.5652395514780836,0.1946366591408762,0.2569444444444445,0.3427579365079365
1,236,0.6039755351681957,0.2972151422900288,0.21874999999999997,0.5326388888888889
1,237,0.6396534148827727,0.41207699482325927,0.20138888888888887,0.6208333333333333
1,238,0.5698267074413863,0.2044672432155851,0.24097222222222223,0.5631944444444444
1,239,0.6121304791029561,0.3151575859995087,0.3601190476190476,0.6859126984126984
1,240,0.5998980632008155,0.30223048422413273,0.17361111111111113,0.47361111111111104
1,241,0.6187563710499491,0.3358486394996934,0.2708333333333333,0.5162037037037037
1,242,0.6034658511722731,0.29079777506523624,0.2569444444444444,0.4826388888888889
1,243,0.6432212028542303,0.3978674943247918,0.17361111111111108,0.6458333333333334
1,244,0.5795107033639144,0.20465057734961553,0.16111111111111112,0.4069444444444444
1,245,0.5958205912334352,0.21409244524626297,0.17400793650793653,0.3567460317460318
1,246,0.6106014271151886,0.3432350753373521,0.34722222222222215,0.6416666666666667
1,247,0.6106014271151886,0.3036102018912493,0.3541666666666667,0.6854166666666667
1,248,0.6172273190621814,0.30276683114026526,0.3298611111111111,0.6041666666666666
1,249,0.6422018348623854,0.4091971605147388,0.23611111111111108,0.5479166666666667
1,250,0.6095820591233435,0.3023114607020989,0.15625,0.5291666666666667
1,251,0.5749235474006116,0.24754896862082212,0.1909722222222222,0.5351190476190476
1,252,0.6121304791029561,0.3052817322857619,0.3229166666666667,0.6034722222222223
1,253,0.6279306829765545,0.38646473861312264,0.34861111111111115,0.7986111111111112
1,254,0.6100917431192661,0.3022721154677375,0.16805555555555554,0.5
1,255,0.6314984709480123,0.38750553070366545,0.19791666666666666,0.579861111111111
1,256,0.6391437308868502,0.38903660472600277,0.2465277777777778,0.642361111111111
1,257,0.6019367991845056,0.30211294285346274,0.2534722222222222,0.6
1,258,0.6151885830784913,0.29122030948438243,0.22569444444444445,0.4861111111111111
1,259,0.5937818552497451,0.2589890401809945,0.22569444444444445,0.4548611111111111
1,260,0.6320081549439348,0.3629724366313129,0.14375000000000002,0.5909722222222222
1,261,0.6167176350662589,0.3374908652066747,0.24305555555555555,0.6770833333333334
1,262,0.6284403669724771,0.34976210604556435,0.19583333333333333,0.5215277777777777
1,263,0.5886850152905199,0.2508424734684378,0.25,0.5902777777777778
1,264,0.6406727828746177,0.39194915139273384,0.2513888888888889,0.5430555555555555
1,265,0.6034658511722731,0.302516866855064,0.27916666666666673,0.4916666666666667
1,266,0.6197757390417941,0.3951197801071347,0.22222222222222224,0.6284722222222222
1,267,0.6044852191641182,0.2911823126514519,0.14375000000000002,0.53125
1,268,0.6294597349643222,0.36519898374573295,0.3277777777777778,0.5979166666666667
1,269,0.5871559633027523,0.26505959982987914,0.21875,0.5381944444444444
1,270,0.6243628950050968,0.3285161265635804,0.20138888888888887,0.43541666666666673
1,271,0.6406727828746177,0.4047665532488191,0.23263888888888887,0.48263888888888884
1,272,0.6472986748216106,0.3935224381746403,0.2708333333333333,0.6944444444444445
1,273,0.6156982670744139,0.3294429355929336,0.25833333333333336,0.65
1,274,0.6371049949031601,0.3830224188425793,0.2673611111111111,0.5479166666666667
1,275,0.6151885830784913,0.3016509172280324,0.3277777777777778,0.6534722222222221
1,276,0.591743119266055,0.2874393972711216,0.26875,0.45902777777777776
1,277,0.6386340468909276,0.37959977915747317,0.2152777777777778,0.5097222222222223
1,278,0.6340468909276249,0.40813649698683047,0.19791666666666666,0.6104166666666667
1,279,0.6126401630988787,0.3554231744769322,0.24305555555555558,0.6180555555555556
1,280,0.6355759429153924,0.4141507085369,0.24305555555555555,0.6337301587301587
1,281,0.6233435270132518,0.30434329607362864,0.1909722222222222,0.5034722222222222
1,282,0.5861365953109072,0.2518177859647132,0.17777777777777778,0.40833333333333327
1,283,0.6661569826707442,0.4871588595686354,0.19409722222222223,0.5677083333333334
1,284,0.6309887869520897,0.39761931947885576,0.3125,0.6916666666666668
1,285,0.626401630988787,0.3586403284361003,0.08819444444444445,0.4625000000000001
1,286,0.6049949031600408,0.27435301994338573,0.22569444444444442,0.5451388888888888
1,287,0.6202854230377166,0.3409659015303697,0.3263888888888889,0.6916666666666668
1,288,0.5948012232415902,0.27945268529470313,0.2604166666666667,0.47222222222222227
1,289,0.682466870540265,0.5110786364929176,0.2524801587301587,0.6567460317460317
1,290,0.6330275229357798,0.3904798869427987,0.22569444444444445,0.6302083333333334
1,291,0.581039755351682,0.266445546409993,0.20069444444444443,0.5430555555555555
1,292,0.6223241590214067,0.36136504669020025,0.13541666666666666,0.48784722222222215
1,293,0.6365953109072375,0.33112554623156004,0.2236111111111111,0.44097222222222215
1,294,0.6034658511722731,0.29578573408708453,0.13194444444444445,0.53125
1,295,0.6325178389398572,0.40871513151725447,0.3819444444444444,0.6902777777777778
1,296,0.6075433231396534,0.32665472104622073,0.18055555555555558,0.48263888888888884
1,297,0.6049949031600408,0.30624725466690017,0.17708333333333334,0.5159722222222223
1,298,0.6381243628950051,0.37833826999913983,0.23611111111111108,0.7444444444444445
1,299,0.6126401630988787,0.35668747006920204,0.23263888888888892,0.638888888888889
1,300,0.6192660550458715,0.3254437691343872,0.2604166666666667,0.5166666666666667
1,301,0.6462793068297655,0.3875825135317972,0.22708333333333333,0.5090277777777777
1,302,0.6192660550458715,0.3842725441489679,0.17847222222222223,0.6493055555555556
1,303,0.6223241590214067,0.38316599054685246,0.33402777777777776,0.5847222222222223
1,304,0.6401630988786952,0.3780428351059657,0.3194444444444445,0.5638888888888889
1,305,0.6238532110091743,0.33780508785081587,0.0625,0.3333333333333333
1,306,0.6462793068297655,0.3988554831632734,0.1909722222222222,0.6388888888888888
1,307,0.5835881753312946,0.25154893373831544,0.20486111111111113,0.5555555555555555
1,308,0.6309887869520897,0.4306910401305516,0.34375,0.6354166666666666
1,309,0.6049949031600408,0.32160854439009195,0.12638888888888888,0.4694444444444444
1,310,0.5937818552497451,0.24207341702594568,0.2027777777777778,0.5458333333333333
1,311,0.6100917431192661,0.3482902623922636,0.2166666666666667,0.6569444444444444
1,312,0.6309887869520897,0.34089578495155853,0.2847222222222222,0.6944444444444443
1,313,0.6488277268093782,0.3748020617311085,0.26180555555555557,0.6395833333333333
1,314,0.5902140672782875,0.24461910427723269,0.19583333333333333,0.5624999999999999
1,315,0.5815494393476045,0.2562193837951209,0.16041666666666668,0.45
1,316,0.6029561671763507,0.28487207155408645,0.24305555555555555,0.6413690476190476
1,317,0.6019367991845056,0.27640557801393045,0.16805555555555554,0.4513888888888889
1,318,0.6503567787971458,0.3956182863417983,0.2534722222222222,0.5875
1,319,0.6355759429153924,0.3842723987341453,0.2652777777777778,0.5361111111111111
1,320,0.6106014271151886,0.24760299843465702,0.09722222222222221,0.3958333333333333
1,321,0.5998980632008155,0.3057495319614685,0.05694444444444444,0.37743055555555555
1,322,0.6340468909276249,0.42489904175923443,0.3194444444444445,0.6402777777777778
1,323,0.6661569826707442,0.46503242366415415,0.2569444444444444,0.6875
1,324,0.6243628950050968,0.32052966194383525,0.19444444444444442,0.5277777777777778
1,325,0.6213047910295617,0.35042738669819684,0.2395833333333333,0.5590277777777778
1,326,0.6371049949031601,0.3573187864806411,0.11597222222222221,0.4538690476190476
1,327,0.6111111111111112,0.30928920133983834,0.18194444444444444,0.5055555555555555
1,328,0.6401630988786952,0.3699596693784903,0.375,0.6666666666666666
1,329,0.5718654434250765,0.20954494398456722,0.23749999999999996,0.5111111111111111
1,330,0.5922528032619776,0.2954863316498119,0.2236111111111111,0.5333333333333333
1,331,0.6207951070336392,0.31777168720189375,0.24305555555555558,0.6090277777777778
1,332,0.5499490316004078,0.15171152586112208,0.23263888888888887,0.4166666666666667
1,333,0.6406727828746177,0.40907100524267864,0.29166666666666663,0.5972222222222222
1,334,0.6024464831804281,0.3061198078647764,0.3263888888888889,0.5479166666666667
1,335,0.5983690112130479,0.26911150933996053,0.20486111111111108,0.5729166666666666
1,336,0.6192660550458715,0.34106596124721955,0.09722222222222221,0.4993055555555556
1,337,0.5779816513761468,0.2155702229879575,0.1111111111111111,0.3277777777777778
1,338,0.6029561671763507,0.2699835358616695,0.15416666666666667,0.44166666666666665
1,339,0.6218144750254841,0.3313858090837772,0.19097222222222224,0.548611111111111
1,340,0.6289500509683996,0.3126692338186832,0.20833333333333334,0.6666666666666666
1,341,0.6162079510703364,0.354406070207524,0.23263888888888887,0.5381944444444445
1,342,0.573394495412844,0.18985064152072914,0.08680555555555554,0.3430555555555555
1,343,0.5795107033639144,0.24297236565193384,0.14375000000000002,0.5701388888888889
1,344,0.6213047910295617,0.36559369301510575,0.22291666666666665,0.5465277777777778
1,345,0.589704383282365,0.26897004288953724,0.25,0.48412698412698413
1,346,0.6116207951070336,0.3001339485214879,0.18680555555555556,0.5604166666666666
1,347,0.6207951070336392,0.32913762749549846,0.17013888888888892,0.6145833333333333
1,348,0.6172273190621814,0.3563596748593473,0.1576388888888889,0.5659722222222222
1,349,0.6055045871559633,0.27424155119112437,0.15972222222222224,0.5568783068783069
1,350,0.5942915392456677,0.2737836384494103,0.1416666666666667,0.47361111111111115
1,351,0.6136595310907238,0.32170529575824225,0.23055555555555554,0.49374999999999997
1,352,0.6422018348623854,0.40289959505737377,0.23998015873015868,0.5567460317460317
1,353,0.6620795107033639,0.4711393989762089,0.24791666666666667,0.65
